arch,hazard_cost,num_steps,run_idx,seed,permutation_offset,phase_1_end,phase_2_end,frame_attempts_p1,frame_attempts_p2,frame_attempts_p3,hazard_entries_p1,hazard_entries_p2,hazard_entries_p3,total_cost,mastered_pairs,top_attractor,top_attractor_pref,phase_3_clean,full_run_clean,hazards_flagged,time_to_first_flag,time_to_second_flag,time_to_final_flag,first_entry_conversions,cost_on_sig_matched,actions_gated_p2,actions_gated_p3,attractors_mastered,time_to_first_mastery,time_to_final_mastery,first_banked,mastery_sequence,post_mastery_visits_total,p3_visits_to_mastered,p3_visits_to_unmastered,end_state_cell,activation_step,end_state_found_step,end_state_visits,end_state_banked,post_activation_window,discovery_time,hazards_transitioned,hazards_banked_as_knowledge,time_to_first_transition,time_to_final_transition,transition_order_sequence,knowledge_banked_sequence,hazard_thresholds,competency_unlock_steps,knowledge_banked_steps,knowledge_entries_per_cell,pre_transition_entries_per_cell
v0_14_repl,1.0,160000,1,16689821,1,331,96000,0,0,0,0,5,0,5.0,437,"(3, 3)",0.0,True,False,3,15586,17567,19727,2,2.0,15785,44140,6,366,59491,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(15, 16)|(16, 3)|(11, 5)",2782,72,0,"(6, 9)",59491,59944,22,True,100509,453,5,5,366,28940,"(14, 13)|(5, 9)|(6, 8)|(14, 14)|(5, 8)","(5, 9)|(6, 8)|(14, 13)|(14, 14)|(5, 8)","(5, 8):5|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):4","(5, 8):28940|(5, 9):2220|(6, 8):17671|(14, 13):366|(14, 14):22800","(5, 8):30716|(5, 9):5679|(6, 8):17759|(14, 13):19716|(14, 14):22809","(5, 8):955|(5, 9):1399|(6, 8):363|(14, 13):1321|(14, 14):1290","(5, 8):3|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):1"
v0_14_repl,1.0,160000,2,1783566838,1,331,96000,0,0,0,0,3,0,3.0,438,"(3, 3)",0.0,True,False,1,3693,,3693,0,0.0,17788,35579,6,380,38382,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",3954,570,0,"(3, 10)",38382,38828,281,True,121618,446,5,5,380,23317,"(14, 13)|(5, 8)|(6, 8)|(5, 9)|(14, 14)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):2|(5, 9):4|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):484|(5, 9):12507|(6, 8):1712|(14, 13):380|(14, 14):23317","(5, 8):14640|(5, 9):14641|(6, 8):14643|(14, 13):1730|(14, 14):28607","(5, 8):35|(5, 9):31|(6, 8):11|(14, 13):809|(14, 14):386","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,1.0,160000,3,1303621320,1,331,96000,0,0,0,0,6,0,6.0,446,"(3, 3)",0.0,True,False,3,8921,23354,23698,2,2.0,21201,1054,6,1588,54832,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)|(16, 3)|(9, 10)",5143,48,0,"(9, 2)",54832,62020,26,True,105168,7188,5,5,1588,30716,"(6, 8)|(5, 9)|(14, 14)|(5, 8)|(14, 13)","(6, 8)|(5, 9)|(5, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):2|(6, 8):1|(14, 13):5|(14, 14):3","(5, 8):23807|(5, 9):8624|(6, 8):1588|(14, 13):30716|(14, 14):23645","(5, 8):24284|(5, 9):23703|(6, 8):23687|(14, 13):39188|(14, 14):39187","(5, 8):1365|(5, 9):1280|(6, 8):1056|(14, 13):1040|(14, 14):1377","(5, 8):1|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):3"
v0_14_repl,1.0,160000,4,923014689,1,331,96000,0,0,0,0,6,0,6.0,451,"(3, 3)",0.0,True,False,3,948,1113,1116,2,2.0,23620,2869,6,482,19951,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(16, 3)|(3, 3)",4835,274,0,"(13, 11)",19951,26641,257,True,140049,6690,5,5,482,14296,"(6, 8)|(5, 9)|(5, 8)|(14, 13)|(14, 14)","(6, 8)|(14, 13)|(14, 14)|(5, 9)|(5, 8)","(5, 8):3|(5, 9):2|(6, 8):1|(14, 13):4|(14, 14):5","(5, 8):1004|(5, 9):984|(6, 8):482|(14, 13):5629|(14, 14):14296","(5, 8):19886|(5, 9):19885|(6, 8):927|(14, 13):6156|(14, 14):14927","(5, 8):477|(5, 9):2628|(6, 8):503|(14, 13):922|(14, 14):1167","(5, 8):3|(5, 9):1|(6, 8):0|(14, 13):1|(14, 14):1"
v0_14_repl,1.0,160000,5,542408058,1,331,96000,0,0,0,0,3,0,3.0,407,"(3, 3)",0.0,True,False,1,1721,,1721,0,0.0,15451,79,5,372,65966,"(9, 10)","(9, 10)|(11, 5)|(3, 3)|(16, 3)|(15, 16)",4324,1090,0,"(4, 16)",,,0,False,,,5,5,372,65966,"(6, 8)|(5, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8)|(6, 8)|(14, 13)|(14, 14)|(5, 9)","(5, 8):2|(5, 9):5|(6, 8):1|(14, 13):3|(14, 14):4","(5, 8):1135|(5, 9):65966|(6, 8):372|(14, 13):6269|(14, 14):25566","(5, 8):1290|(5, 9):86373|(6, 8):1291|(14, 13):74992|(14, 14):74993","(5, 8):969|(5, 9):64|(6, 8):960|(14, 13):7|(14, 14):5","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,160000,6,62462540,1,331,96000,0,0,0,0,1,0,1.0,422,"(3, 3)",0.0,True,True,0,,,,0,0.0,18868,1649,6,342,33126,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(16, 3)|(11, 5)|(15, 16)",3572,555,0,"(18, 2)",33126,34131,1064,True,126874,1005,5,5,342,18417,"(5, 9)|(5, 8)|(14, 14)|(14, 13)|(6, 8)","(5, 9)|(5, 8)|(14, 14)|(14, 13)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):4|(14, 14):3","(5, 8):1308|(5, 9):342|(6, 8):18417|(14, 13):18360|(14, 14):1581","(5, 8):1510|(5, 9):1509|(6, 8):20941|(14, 13):19766|(14, 14):19765","(5, 8):916|(5, 9):358|(6, 8):566|(14, 13):136|(14, 14):134","(5, 8):0|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,160000,7,1829339557,1,331,96000,0,0,0,0,5,0,5.0,450,"(3, 3)",0.0,True,False,1,4330,,4330,0,0.0,14650,6373,6,504,13147,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)",4668,603,0,"(5, 16)",13147,13636,266,True,146853,489,5,5,504,5857,"(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(14, 14)|(14, 13)|(6, 8)|(5, 8)|(5, 9)","(5, 8):4|(5, 9):5|(6, 8):3|(14, 13):1|(14, 14):2","(5, 8):5334|(5, 9):5857|(6, 8):1548|(14, 13):504|(14, 14):872","(5, 8):6892|(5, 9):6895|(6, 8):2179|(14, 13):1344|(14, 14):1343","(5, 8):1005|(5, 9):549|(6, 8):601|(14, 13):564|(14, 14):351","(5, 8):3|(5, 9):1|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,160000,8,1349394039,1,331,96000,0,0,0,0,3,0,3.0,457,"(3, 3)",0.0,True,False,1,1045,,1045,0,0.0,19552,4146,6,376,4370,"(4, 15)","(4, 15)|(3, 3)|(16, 3)|(11, 5)|(9, 10)|(15, 16)",3797,509,0,"(16, 11)",9189,10742,15,True,150811,1553,5,5,376,1984,"(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(14, 13)|(14, 14)|(6, 8)|(5, 8)|(5, 9)","(5, 8):2|(5, 9):3|(6, 8):4|(14, 13):1|(14, 14):5","(5, 8):1097|(5, 9):1270|(6, 8):1369|(14, 13):376|(14, 14):1984","(5, 8):9184|(5, 9):9189|(6, 8):9183|(14, 13):4168|(14, 14):4169","(5, 8):662|(5, 9):575|(6, 8):981|(14, 13):1187|(14, 14):1041","(5, 8):0|(5, 9):0|(6, 8):3|(14, 13):0|(14, 14):0"
v0_14_repl,1.0,160000,9,968787408,1,331,96000,0,0,0,0,4,0,4.0,477,"(3, 3)",0.0,True,False,1,4271,,4271,0,0.0,20962,6518,6,348,20413,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(16, 3)|(11, 5)",4502,754,0,"(18, 1)",32472,43396,569,True,127528,10924,5,5,348,11354,"(14, 13)|(5, 8)|(6, 8)|(14, 14)|(5, 9)","(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):5|(6, 8):3|(14, 13):1|(14, 14):4","(5, 8):968|(5, 9):11354|(6, 8):2154|(14, 13):348|(14, 14):7015","(5, 8):1330|(5, 9):23501|(6, 8):4259|(14, 13):32472|(14, 14):32471","(5, 8):313|(5, 9):937|(6, 8):430|(14, 13):38|(14, 14):46","(5, 8):0|(5, 9):3|(6, 8):1|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,160000,0,271697600,1,331,96000,0,0,0,0,2,0,4.0,439,"(3, 3)",0.0,True,True,0,,,,0,0.0,21720,1963,6,666,67140,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(3, 3)|(16, 3)|(15, 16)",3920,977,0,"(10, 2)",71297,80485,21,True,88703,9188,5,5,666,40888,"(6, 8)|(14, 13)|(5, 9)|(5, 8)|(14, 14)","(6, 8)|(5, 9)|(5, 8)|(14, 13)|(14, 14)","(5, 8):4|(5, 9):3|(6, 8):1|(14, 13):2|(14, 14):5","(5, 8):7913|(5, 9):3897|(6, 8):666|(14, 13):1436|(14, 14):40888","(5, 8):7960|(5, 9):4705|(6, 8):1557|(14, 13):71296|(14, 14):71297","(5, 8):966|(5, 9):2300|(6, 8):419|(14, 13):115|(14, 14):112","(5, 8):1|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,160000,1,1939235730,1,331,96000,0,0,0,0,5,0,10.0,402,"(3, 3)",0.0,True,False,2,3221,9584,9584,1,1.0,17331,4109,6,892,79655,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(3, 3)|(11, 5)",2602,91,0,"(1, 17)",81255,,0,False,78745,,5,5,892,77917,"(5, 9)|(14, 13)|(6, 8)|(14, 14)|(5, 8)","(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(5, 8):5|(5, 9):1|(6, 8):3|(14, 13):2|(14, 14):4","(5, 8):77917|(5, 9):892|(6, 8):2780|(14, 13):1034|(14, 14):77524","(5, 8):79312|(5, 9):1321|(6, 8):9535|(14, 13):1148|(14, 14):81255","(5, 8):9|(5, 9):301|(6, 8):663|(14, 13):1302|(14, 14):1079","(5, 8):2|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
v0_14_repl,2.0,160000,2,1558629099,1,331,96000,0,0,0,0,2,0,4.0,422,"(3, 3)",0.0,True,True,0,,,,0,0.0,19207,298,6,922,21570,"(4, 15)","(4, 15)|(15, 16)|(9, 10)|(11, 5)|(3, 3)|(16, 3)",3045,47,0,"(14, 17)",21570,23720,116,True,138430,2150,5,5,922,2029,"(14, 13)|(5, 9)|(5, 8)|(6, 8)|(14, 14)","(14, 13)|(5, 8)|(6, 8)|(5, 9)|(14, 14)","(5, 8):3|(5, 9):2|(6, 8):4|(14, 13):1|(14, 14):5","(5, 8):1354|(5, 9):1026|(6, 8):1431|(14, 13):922|(14, 14):2029","(5, 8):2412|(5, 9):2417|(6, 8):2413|(14, 13):1296|(14, 14):2587","(5, 8):774|(5, 9):231|(6, 8):296|(14, 13):428|(14, 14):743","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):2"
v0_14_repl,2.0,160000,3,1178022468,1,331,96000,0,0,0,0,0,0,0.0,466,"(3, 3)",0.0,True,True,0,,,,0,0.0,27097,29744,6,380,10264,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(9, 10)|(16, 3)|(15, 16)",3933,598,0,"(1, 9)",10278,11205,352,True,149722,927,5,5,380,7134,"(6, 8)|(14, 13)|(5, 9)|(5, 8)|(14, 14)","(5, 9)|(5, 8)|(6, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):3|(6, 8):1|(14, 13):2|(14, 14):5","(5, 8):1604|(5, 9):1561|(6, 8):380|(14, 13):1101|(14, 14):7134","(5, 8):1618|(5, 9):1617|(6, 8):1621|(14, 13):10278|(14, 14):10277","(5, 8):669|(5, 9):304|(6, 8):526|(14, 13):351|(14, 14):824","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,160000,4,698076950,1,331,96000,0,0,0,0,3,0,6.0,437,"(3, 3)",0.0,True,False,1,3318,,3318,0,0.0,18802,5937,6,492,53378,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(15, 16)",5074,708,0,"(18, 2)",53390,55057,49,True,106610,1667,5,5,492,39143,"(14, 14)|(5, 9)|(6, 8)|(5, 8)|(14, 13)","(6, 8)|(5, 9)|(5, 8)|(14, 14)|(14, 13)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):5|(14, 14):1","(5, 8):9088|(5, 9):1242|(6, 8):1349|(14, 13):39143|(14, 14):492","(5, 8):15140|(5, 9):2043|(6, 8):2015|(14, 13):53390|(14, 14):53389","(5, 8):2334|(5, 9):1946|(6, 8):1072|(14, 13):324|(14, 14):325","(5, 8):3|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,160000,5,317470319,1,331,96000,0,0,0,0,5,0,10.0,462,"(3, 3)",0.0,True,False,1,4465,,4465,0,0.0,21894,1657,6,420,6254,"(4, 15)","(4, 15)|(16, 3)|(9, 10)|(3, 3)|(11, 5)|(15, 16)",3581,932,0,"(5, 16)",15425,31788,322,True,144575,16363,5,5,420,5505,"(6, 8)|(14, 14)|(5, 8)|(5, 9)|(14, 13)","(6, 8)|(14, 14)|(5, 8)|(14, 13)|(5, 9)","(5, 8):3|(5, 9):4|(6, 8):1|(14, 13):5|(14, 14):2","(5, 8):2984|(5, 9):5045|(6, 8):420|(14, 13):5505|(14, 14):2028","(5, 8):4080|(5, 9):15425|(6, 8):1027|(14, 13):6268|(14, 14):2601","(5, 8):1511|(5, 9):1435|(6, 8):1420|(14, 13):960|(14, 14):451","(5, 8):1|(5, 9):3|(6, 8):0|(14, 13):1|(14, 14):0"
v0_14_repl,2.0,160000,6,1985008449,1,331,96000,0,0,0,0,6,0,12.0,459,"(3, 3)",0.0,True,False,3,626,5267,10453,2,2.0,15195,1965,6,818,77490,"(15, 16)","(15, 16)|(9, 10)|(11, 5)|(16, 3)|(3, 3)|(4, 15)",3905,192,0,"(2, 2)",77490,81147,937,True,82510,3657,5,5,818,18019,"(5, 9)|(5, 8)|(14, 13)|(14, 14)|(6, 8)","(5, 8)|(5, 9)|(14, 13)|(14, 14)|(6, 8)","(5, 8):2|(5, 9):1|(6, 8):5|(14, 13):3|(14, 14):4","(5, 8):10446|(5, 9):818|(6, 8):18019|(14, 13):11203|(14, 14):11510","(5, 8):10458|(5, 9):10461|(6, 8):18183|(14, 13):14112|(14, 14):14113","(5, 8):1332|(5, 9):1498|(6, 8):1072|(14, 13):716|(14, 14):355","(5, 8):0|(5, 9):0|(6, 8):1|(14, 13):3|(14, 14):2"
v0_14_repl,2.0,160000,7,1604401818,1,331,96000,0,0,0,0,6,0,12.0,427,"(3, 3)",0.0,True,False,2,16487,16515,16515,1,1.0,19974,3382,6,966,70596,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",3222,157,0,"(15, 7)",70596,72565,21,True,89404,1969,5,5,966,32484,"(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):3|(5, 9):4|(6, 8):5|(14, 13):1|(14, 14):2","(5, 8):3351|(5, 9):25753|(6, 8):32484|(14, 13):966|(14, 14):2968","(5, 8):16492|(5, 9):26013|(6, 8):33991|(14, 13):2198|(14, 14):44139","(5, 8):1466|(5, 9):1543|(6, 8):1026|(14, 13):226|(14, 14):468","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):2"
v0_14_repl,2.0,160000,8,1124456300,1,331,96000,0,0,0,0,4,0,8.0,392,"(3, 3)",0.0,True,False,2,5840,14623,14623,1,1.0,15664,11015,6,414,57929,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)",2533,100,0,"(17, 14)",57929,58130,1796,True,102071,201,5,5,414,49959,"(6, 8)|(14, 13)|(14, 14)|(5, 8)|(5, 9)","(6, 8)|(14, 13)|(14, 14)|(5, 8)|(5, 9)","(5, 8):4|(5, 9):5|(6, 8):1|(14, 13):2|(14, 14):3","(5, 8):43804|(5, 9):49959|(6, 8):414|(14, 13):4460|(14, 14):8182","(5, 8):44200|(5, 9):50835|(6, 8):5585|(14, 13):8214|(14, 14):8217","(5, 8):759|(5, 9):553|(6, 8):1029|(14, 13):861|(14, 14):740","(5, 8):3|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,2.0,160000,9,743849669,1,331,96000,0,0,0,0,1,0,2.0,418,"(3, 3)",0.0,True,True,0,,,,0,0.0,26338,5855,6,860,10960,"(4, 15)","(4, 15)|(3, 3)|(11, 5)|(16, 3)|(15, 16)|(9, 10)",4619,49,0,"(6, 12)",11663,12499,423,True,148337,836,5,5,860,4986,"(14, 13)|(5, 9)|(6, 8)|(14, 14)|(5, 8)","(14, 13)|(14, 14)|(5, 8)|(5, 9)|(6, 8)","(5, 8):5|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):4","(5, 8):4986|(5, 9):2025|(6, 8):3575|(14, 13):860|(14, 14):3614","(5, 8):11658|(5, 9):11659|(6, 8):11663|(14, 13):4552|(14, 14):4553","(5, 8):263|(5, 9):264|(6, 8):18|(14, 13):604|(14, 14):904","(5, 8):0|(5, 9):1|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,5.0,160000,0,853186608,1,331,96000,0,0,0,0,4,0,20.0,429,"(3, 3)",0.0,True,False,0,,,,0,0.0,12861,3668,6,368,20320,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(11, 5)|(3, 3)|(16, 3)",3986,128,0,"(5, 12)",20320,20628,1100,True,139680,308,5,5,368,3495,"(6, 8)|(14, 13)|(5, 9)|(14, 14)|(5, 8)","(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(5, 8):5|(5, 9):3|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):3495|(5, 9):2032|(6, 8):368|(14, 13):900|(14, 14):3155","(5, 8):4106|(5, 9):2275|(6, 8):2415|(14, 13):1600|(14, 14):12783","(5, 8):1218|(5, 9):503|(6, 8):811|(14, 13):1455|(14, 14):1842","(5, 8):2|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):2"
v0_14_repl,5.0,160000,1,472579977,1,331,96000,0,0,0,0,5,0,25.0,436,"(3, 3)",0.0,True,False,2,518,1881,1881,1,1.0,15801,2751,6,464,18164,"(9, 10)","(9, 10)|(3, 3)|(4, 15)|(11, 5)|(16, 3)|(15, 16)",4248,12,0,"(3, 10)",18186,20358,656,True,141814,2172,5,5,464,15406,"(6, 8)|(5, 8)|(14, 13)|(5, 9)|(14, 14)","(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):2|(5, 9):4|(6, 8):1|(14, 13):3|(14, 14):5","(5, 8):991|(5, 9):13733|(6, 8):464|(14, 13):6734|(14, 14):15406","(5, 8):1884|(5, 9):17543|(6, 8):473|(14, 13):18186|(14, 14):18185","(5, 8):475|(5, 9):320|(6, 8):538|(14, 13):318|(14, 14):737","(5, 8):3|(5, 9):2|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,5.0,160000,2,2140118107,1,331,96000,0,0,0,0,5,0,25.0,451,"(3, 3)",0.0,True,False,3,11943,12473,12582,2,2.0,24267,3876,6,476,17784,"(4, 15)","(4, 15)|(9, 10)|(3, 3)|(11, 5)|(16, 3)|(15, 16)",5737,2610,0,"(4, 2)",18260,24585,304,True,141740,6325,5,5,476,12920,"(14, 13)|(5, 9)|(6, 8)|(5, 8)|(14, 14)","(14, 13)|(5, 9)|(14, 14)|(6, 8)|(5, 8)","(5, 8):4|(5, 9):2|(6, 8):3|(14, 13):1|(14, 14):5","(5, 8):12805|(5, 9):738|(6, 8):12699|(14, 13):476|(14, 14):12920","(5, 8):18260|(5, 9):12427|(6, 8):18225|(14, 13):972|(14, 14):17015","(5, 8):342|(5, 9):411|(6, 8):408|(14, 13):2118|(14, 14):1015","(5, 8):1|(5, 9):0|(6, 8):1|(14, 13):0|(14, 14):3"
v0_14_repl,5.0,160000,3,1759511476,1,331,96000,0,0,0,0,0,0,0.0,447,"(3, 3)",0.0,True,True,0,,,,0,0.0,23360,10,6,362,52973,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(16, 3)|(11, 5)|(3, 3)",2070,103,0,"(2, 3)",52973,52976,800,True,107027,3,5,5,362,4031,"(14, 14)|(5, 8)|(6, 8)|(14, 13)|(5, 9)","(14, 14)|(14, 13)|(5, 9)|(5, 8)|(6, 8)","(5, 8):2|(5, 9):5|(6, 8):3|(14, 13):4|(14, 14):1","(5, 8):690|(5, 9):4031|(6, 8):1330|(14, 13):3786|(14, 14):362","(5, 8):52880|(5, 9):52875|(6, 8):52881|(14, 13):11838|(14, 14):821","(5, 8):613|(5, 9):1844|(6, 8):580|(14, 13):700|(14, 14):1067","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):0"
v0_14_repl,5.0,160000,4,1378904845,1,331,96000,0,0,0,0,7,0,35.0,465,"(3, 3)",0.0,True,False,3,5267,11237,11262,2,2.0,13753,320,6,835,66402,"(11, 5)","(11, 5)|(16, 3)|(3, 3)|(15, 16)|(9, 10)|(4, 15)",4535,663,0,"(17, 5)",66402,,0,False,93598,,5,5,835,58744,"(6, 8)|(14, 13)|(5, 8)|(14, 14)|(5, 9)","(14, 13)|(6, 8)|(5, 8)|(14, 14)|(5, 9)","(5, 8):3|(5, 9):5|(6, 8):1|(14, 13):2|(14, 14):4","(5, 8):11367|(5, 9):58744|(6, 8):835|(14, 13):1866|(14, 14):32914","(5, 8):11650|(5, 9):59729|(6, 8):11073|(14, 13):5252|(14, 14):32955","(5, 8):557|(5, 9):426|(6, 8):623|(14, 13):895|(14, 14):981","(5, 8):1|(5, 9):2|(6, 8):1|(14, 13):0|(14, 14):3"
v0_14_repl,5.0,160000,5,898959327,1,331,96000,0,0,0,0,5,0,25.0,424,"(3, 3)",0.0,True,False,2,2433,2485,2485,1,1.0,15918,1677,6,398,23365,"(4, 15)","(4, 15)|(9, 10)|(11, 5)|(16, 3)|(15, 16)|(3, 3)",3529,32,0,"(11, 10)",23365,23458,838,True,136635,93,5,5,398,7918,"(5, 8)|(14, 13)|(5, 9)|(6, 8)|(14, 14)","(5, 8)|(5, 9)|(6, 8)|(14, 13)|(14, 14)","(5, 8):1|(5, 9):3|(6, 8):4|(14, 13):2|(14, 14):5","(5, 8):398|(5, 9):3091|(6, 8):3326|(14, 13):542|(14, 14):7918","(5, 8):2242|(5, 9):6185|(6, 8):6189|(14, 13):7394|(14, 14):8165","(5, 8):1045|(5, 9):461|(6, 8):288|(14, 13):1034|(14, 14):1209","(5, 8):0|(5, 9):1|(6, 8):3|(14, 13):0|(14, 14):1"
v0_14_repl,5.0,160000,6,518352696,1,331,96000,0,0,0,0,6,0,30.0,437,"(3, 3)",0.0,True,False,2,3083,8258,8258,0,0.0,22431,14500,6,638,44248,"(4, 15)","(4, 15)|(3, 3)|(15, 16)|(9, 10)|(11, 5)|(16, 3)",3408,143,0,"(16, 15)",55162,55232,897,True,104838,70,5,5,638,25939,"(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8)|(6, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 8):1|(5, 9):3|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):638|(5, 9):5764|(6, 8):1199|(14, 13):25939|(14, 14):6614","(5, 8):1236|(5, 9):6645|(6, 8):3055|(14, 13):55162|(14, 14):7537","(5, 8):1203|(5, 9):1338|(6, 8):824|(14, 13):222|(14, 14):435","(5, 8):0|(5, 9):3|(6, 8):0|(14, 13):3|(14, 14):0"
v0_14_repl,5.0,160000,7,38407178,1,331,96000,0,0,0,0,4,0,20.0,439,"(3, 3)",0.0,True,False,2,1783,3426,3426,1,1.0,18517,57974,6,658,7504,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(16, 3)|(3, 3)|(9, 10)",4908,60,0,"(15, 17)",8485,8491,1197,True,151515,6,5,5,658,5979,"(5, 9)|(6, 8)|(5, 8)|(14, 14)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):3|(5, 9):1|(6, 8):2|(14, 13):5|(14, 14):4","(5, 8):5475|(5, 9):658|(6, 8):1014|(14, 13):5979|(14, 14):5624","(5, 8):7546|(5, 9):7543|(6, 8):7555|(14, 13):8484|(14, 14):8485","(5, 8):656|(5, 9):259|(6, 8):293|(14, 13):719|(14, 14):831","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):1|(14, 14):3"
v0_14_repl,5.0,160000,8,1805284195,1,331,96000,0,0,0,0,4,0,20.0,438,"(3, 3)",0.0,True,False,0,,,,0,0.0,22603,3012,6,348,68186,"(4, 15)","(4, 15)|(15, 16)|(11, 5)|(3, 3)|(16, 3)|(9, 10)",6489,786,0,"(13, 16)",68186,70822,265,True,91814,2636,5,5,348,7322,"(6, 8)|(5, 8)|(5, 9)|(14, 14)|(14, 13)","(5, 9)|(5, 8)|(6, 8)|(14, 13)|(14, 14)","(5, 8):2|(5, 9):3|(6, 8):1|(14, 13):5|(14, 14):4","(5, 8):1578|(5, 9):1763|(6, 8):348|(14, 13):7322|(14, 14):3183","(5, 8):4746|(5, 9):4745|(6, 8):4751|(14, 13):16236|(14, 14):16237","(5, 8):556|(5, 9):408|(6, 8):470|(14, 13):256|(14, 14):248","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):2|(14, 14):2"
v0_14_repl,5.0,160000,9,1325338677,1,331,96000,0,0,0,0,3,0,15.0,413,"(3, 3)",0.0,True,False,1,4519,,4519,0,0.0,20145,5915,6,384,55556,"(4, 15)","(4, 15)|(9, 10)|(15, 16)|(3, 3)|(11, 5)|(16, 3)",4054,103,0,"(14, 4)",55556,61307,262,True,104444,5751,5,5,384,38469,"(5, 8)|(5, 9)|(14, 13)|(6, 8)|(14, 14)","(14, 13)|(5, 8)|(5, 9)|(6, 8)|(14, 14)","(5, 8):1|(5, 9):2|(6, 8):4|(14, 13):3|(14, 14):5","(5, 8):384|(5, 9):3616|(6, 8):24203|(14, 13):4002|(14, 14):38469","(5, 8):23586|(5, 9):23587|(6, 8):26857|(14, 13):4094|(14, 14):39735","(5, 8):592|(5, 9):19|(6, 8):934|(14, 13):842|(14, 14):474","(5, 8):0|(5, 9):0|(6, 8):0|(14, 13):0|(14, 14):3"
